"";"Store";"StoreType";"Assortment";"CompetitionDistance";"CompetitionOpenSinceMonth";"CompetitionOpenSinceYear";"Promo2";"Promo2SinceWeek";"Promo2SinceYear";"PromoInterval";"CompetitionOpenSince";"States"
"839";839;"c";"a";240;NA;NA;0;NA;NA;"";NA;"HB, NI"
"840";840;"a";"a";1070;9;2009;0;NA;NA;"";Sep 2009;"BE"
"841";841;"a";"a";27650;8;2004;0;NA;NA;"";Aug 2004;"SN"
"842";842;"d";"c";1200;11;2007;0;NA;NA;"";Nov 2007;"BY"
"843";843;"c";"a";60;4;2006;0;NA;NA;"";Apr 2006;"HB, NI"
"844";844;"a";"a";2030;9;2012;1;18;2011;"Feb,May,Aug,Nov";Sep 2012;"NW"
"845";845;"d";"a";7860;11;2005;1;14;2011;"Jan,Apr,Jul,Oct";Nov 2005;"NW"
"846";846;"a";"c";8860;4;2004;1;37;2009;"Jan,Apr,Jul,Oct";Apr 2004;"NW"
"847";847;"c";"c";190;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"848";848;"a";"c";370;7;2007;1;14;2011;"Jan,Apr,Jul,Oct";Jul 2007;"BW"
"849";849;"c";"c";5000;NA;NA;0;NA;NA;"";NA;"BE"
"850";850;"d";"a";1120;5;2007;1;31;2013;"Jan,Apr,Jul,Oct";May 2007;"NW"
"851";851;"d";"c";2330;NA;NA;1;49;2014;"Mar,Jun,Sept,Dec";NA;"BY"
"852";852;"c";"a";940;4;2004;1;14;2011;"Jan,Apr,Jul,Oct";Apr 2004;"HE"
"853";853;"a";"a";14040;NA;NA;0;NA;NA;"";NA;"BW"
"854";854;"c";"a";4770;NA;NA;1;13;2010;"Jan,Apr,Jul,Oct";NA;"SN"
"855";855;"a";"a";3440;NA;NA;1;45;2009;"Feb,May,Aug,Nov";NA;"BW"
"856";856;"a";"a";3020;2;2010;0;NA;NA;"";Feb 2010;"HH"
"857";857;"c";"a";6270;8;2005;1;23;2014;"Mar,Jun,Sept,Dec";Aug 2005;"HE"
"858";858;"a";"a";3370;12;2008;1;40;2014;"Jan,Apr,Jul,Oct";Dec 2008;"BY"
"859";859;"c";"a";21770;NA;NA;0;NA;NA;"";NA;"BY"
"860";860;"c";"c";5980;2;2010;0;NA;NA;"";Feb 2010;"HH"
"861";861;"c";"c";740;NA;NA;1;14;2013;"Mar,Jun,Sept,Dec";NA;"RP"
"862";862;"a";"c";2840;3;2010;1;14;2011;"Jan,Apr,Jul,Oct";Mar 2010;"SH"
"863";863;"a";"c";21370;11;2010;0;NA;NA;"";Nov 2010;"SH"
"864";864;"a";"a";1020;10;2012;1;45;2009;"Feb,May,Aug,Nov";Oct 2012;"BW"
"865";865;"d";"c";2640;NA;NA;0;NA;NA;"";NA;"NW"
"866";866;"d";"a";9680;NA;NA;1;5;2013;"Feb,May,Aug,Nov";NA;"HE"
"867";867;"d";"c";21810;9;2012;0;NA;NA;"";Sep 2012;"SH"
"868";868;"d";"c";1360;8;2005;1;10;2014;"Jan,Apr,Jul,Oct";Aug 2005;"HE"
"869";869;"c";"a";230;10;2001;1;14;2011;"Jan,Apr,Jul,Oct";Oct 2001;"SN"
"870";870;"a";"a";780;4;2009;0;NA;NA;"";Apr 2009;"HB, NI"
"871";871;"d";"c";10620;NA;NA;0;NA;NA;"";NA;"HE"
"872";872;"a";"c";3860;9;2014;1;23;2015;"Mar,Jun,Sept,Dec";Sep 2014;"NW"
"873";873;"a";"a";2040;11;2008;0;NA;NA;"";Nov 2008;"SN"
"874";874;"a";"a";3210;NA;NA;0;NA;NA;"";NA;"BE"
"875";875;"d";"a";5070;11;2007;1;18;2015;"Feb,May,Aug,Nov";Nov 2007;"RP"
"876";876;"a";"a";21790;4;2005;1;18;2015;"Feb,May,Aug,Nov";Apr 2005;"ST"
"877";877;"a";"c";29190;NA;NA;0;NA;NA;"";NA;"SH"
"878";878;"d";"c";1100;12;2014;0;NA;NA;"";Dec 2014;"ST"
"879";879;"d";"a";NA;NA;NA;1;5;2013;"Feb,May,Aug,Nov";NA;"BY"
"880";880;"a";"c";4570;NA;NA;0;NA;NA;"";NA;"BW"
"881";881;"a";"a";180;3;2008;1;31;2013;"Feb,May,Aug,Nov";Mar 2008;"NW"
"882";882;"a";"a";30;4;2013;0;NA;NA;"";Apr 2013;"NW"
"883";883;"a";"a";3200;6;2005;0;NA;NA;"";Jun 2005;"NW"
"884";884;"d";"c";7550;NA;NA;0;NA;NA;"";NA;"BY"
"885";885;"a";"a";480;12;2005;0;NA;NA;"";Dec 2005;"NW"
"886";886;"a";"c";12430;10;2004;0;NA;NA;"";Oct 2004;"NW"
"887";887;"d";"a";19700;NA;NA;1;37;2009;"Jan,Apr,Jul,Oct";NA;"HE"
"888";888;"d";"a";4450;6;2012;1;35;2012;"Mar,Jun,Sept,Dec";Jun 2012;"SH"
"889";889;"d";"a";18670;12;2005;0;NA;NA;"";Dec 2005;"ST"
"890";890;"a";"a";4450;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"BY"
"891";891;"a";"c";350;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"892";892;"a";"a";19370;4;2002;0;NA;NA;"";Apr 2002;"SN"
"893";893;"a";"a";130;NA;NA;1;1;2013;"Jan,Apr,Jul,Oct";NA;"BY"
"894";894;"a";"a";190;11;2012;0;NA;NA;"";Nov 2012;"NW"
"895";895;"a";"c";4150;NA;NA;0;NA;NA;"";NA;"BW"
"896";896;"a";"c";170;9;2012;0;NA;NA;"";Sep 2012;"SH"
"897";897;"c";"c";3290;1;2007;1;5;2013;"Feb,May,Aug,Nov";Jan 2007;"RP"
"898";898;"a";"a";18540;NA;NA;0;NA;NA;"";NA;"TH"
"899";899;"d";"a";2590;NA;NA;1;13;2010;"Jan,Apr,Jul,Oct";NA;"SN"
"900";900;"a";"a";3920;4;2005;1;40;2014;"Jan,Apr,Jul,Oct";Apr 2005;"BY"
"901";901;"a";"c";3170;4;2014;0;NA;NA;"";Apr 2014;"SH"
"902";902;"a";"a";310;NA;NA;1;40;2014;"Jan,Apr,Jul,Oct";NA;"BY"
"903";903;"d";"c";7290;9;2014;0;NA;NA;"";Sep 2014;"BY"
"904";904;"d";"c";570;7;2013;1;14;2011;"Jan,Apr,Jul,Oct";Jul 2013;"BY"
"905";905;"a";"a";90;6;2014;0;NA;NA;"";Jun 2014;"NW"
"906";906;"a";"a";90;7;2010;0;NA;NA;"";Jul 2010;"HE"
"907";907;"a";"c";250;NA;NA;0;NA;NA;"";NA;"NW"
"908";908;"a";"a";1980;7;2010;1;37;2009;"Jan,Apr,Jul,Oct";Jul 2010;"HE"
"909";909;"a";"c";1680;NA;NA;1;45;2009;"Feb,May,Aug,Nov";NA;"BY"
"910";910;"d";"c";12480;NA;NA;1;1;2013;"Jan,Apr,Jul,Oct";NA;"ST"
"911";911;"a";"c";16490;NA;NA;0;NA;NA;"";NA;"SH"
"912";912;"c";"c";3100;5;2010;0;NA;NA;"";May 2010;"SH"
"913";913;"a";"a";280;NA;NA;0;NA;NA;"";NA;"RP"
"914";914;"c";"c";2640;4;2011;1;22;2012;"Mar,Jun,Sept,Dec";Apr 2011;"SH"
"915";915;"d";"c";650;3;2013;1;40;2014;"Jan,Apr,Jul,Oct";Mar 2013;"BY"
"916";916;"a";"a";90;11;2012;0;NA;NA;"";Nov 2012;"NW"
"917";917;"a";"a";7240;2;2010;0;NA;NA;"";Feb 2010;"NW"
"918";918;"a";"c";18710;NA;NA;0;NA;NA;"";NA;"SN"
"919";919;"a";"a";2620;NA;NA;1;45;2009;"Feb,May,Aug,Nov";NA;"BY"
"920";920;"a";"a";850;2;2012;1;40;2014;"Jan,Apr,Jul,Oct";Feb 2012;"BY"
"921";921;"a";"a";840;9;2006;0;NA;NA;"";Sep 2006;"SN"
"922";922;"d";"a";2110;3;2006;0;NA;NA;"";Mar 2006;"NW"
"923";923;"a";"a";280;9;2008;0;NA;NA;"";Sep 2008;"HB, NI"
"924";924;"a";"a";6420;4;2011;1;1;2012;"Jan,Apr,Jul,Oct";Apr 2011;"NW"
"925";925;"c";"a";470;3;2007;1;1;2012;"Jan,Apr,Jul,Oct";Mar 2007;"BW"
"926";926;"d";"c";5150;3;2011;1;13;2010;"Jan,Apr,Jul,Oct";Mar 2011;"NW"
"927";927;"a";"a";480;NA;NA;0;NA;NA;"";NA;"NW"
"928";928;"d";"c";1090;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"929";929;"a";"c";4820;9;2013;0;NA;NA;"";Sep 2013;"SH"
"930";930;"a";"a";70;NA;NA;0;NA;NA;"";NA;"NW"
"931";931;"a";"c";1480;9;2011;1;1;2012;"Jan,Apr,Jul,Oct";Sep 2011;"SH"
"932";932;"a";"a";15700;NA;NA;1;13;2010;"Jan,Apr,Jul,Oct";NA;"BY"
"933";933;"a";"c";6270;2;2005;0;NA;NA;"";Feb 2005;"SN"
"934";934;"a";"c";5460;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"NW"
"935";935;"a";"c";22350;6;2010;0;NA;NA;"";Jun 2010;"SH"
"936";936;"a";"a";580;2;2008;0;NA;NA;"";Feb 2008;"NW"
"937";937;"d";"a";2810;NA;NA;1;10;2014;"Jan,Apr,Jul,Oct";NA;"HE"
"938";938;"a";"a";2820;9;2009;0;NA;NA;"";Sep 2009;"BE"
"939";939;"d";"a";1340;NA;NA;0;NA;NA;"";NA;"NW"
"940";940;"d";"c";6470;9;2012;0;NA;NA;"";Sep 2012;"SN"
"941";941;"a";"a";1200;12;2011;1;31;2013;"Jan,Apr,Jul,Oct";Dec 2011;"BY"
"942";942;"d";"c";6860;NA;NA;1;18;2011;"Jan,Apr,Jul,Oct";NA;"HE"
"943";943;"d";"c";18020;NA;NA;0;NA;NA;"";NA;"NW"
"944";944;"c";"a";1670;NA;NA;0;NA;NA;"";NA;"BE"
"945";945;"a";"c";12480;3;2011;0;NA;NA;"";Mar 2011;"SH"
"946";946;"a";"a";2220;12;2011;1;14;2015;"Jan,Apr,Jul,Oct";Dec 2011;"RP"
"947";947;"a";"a";460;3;2014;1;13;2010;"Jan,Apr,Jul,Oct";Mar 2014;"BW"
"948";948;"b";"b";1430;NA;NA;0;NA;NA;"";NA;"BW"
"949";949;"a";"a";870;3;2006;0;NA;NA;"";Mar 2006;"HB, NI"
"950";950;"a";"a";8460;11;1994;0;NA;NA;"";Nov 1994;"BW"
"951";951;"d";"c";710;NA;NA;1;40;2011;"Jan,Apr,Jul,Oct";NA;"NW"
"952";952;"d";"c";6300;10;2013;0;NA;NA;"";Oct 2013;"BY"
"953";953;"a";"a";19830;4;2006;1;22;2011;"Mar,Jun,Sept,Dec";Apr 2006;"TH"
"954";954;"a";"a";390;2;2013;1;10;2014;"Jan,Apr,Jul,Oct";Feb 2013;"NW"
"955";955;"d";"c";1690;7;2009;1;36;2013;"Mar,Jun,Sept,Dec";Jul 2009;"NW"
"956";956;"a";"a";2330;10;2014;1;18;2011;"Feb,May,Aug,Nov";Oct 2014;"NW"
"957";957;"d";"c";1420;11;2012;0;NA;NA;"";Nov 2012;"HB, NI"
"958";958;"a";"a";440;11;2013;0;NA;NA;"";Nov 2013;"HB, NI"
"959";959;"a";"c";1060;12;2005;0;NA;NA;"";Dec 2005;"HB, NI"
"960";960;"d";"a";8990;NA;NA;1;31;2009;"Feb,May,Aug,Nov";NA;"HE"
"961";961;"d";"c";9430;NA;NA;0;NA;NA;"";NA;"NW"
"962";962;"c";"a";260;NA;NA;0;NA;NA;"";NA;"NW"
"963";963;"a";"c";23620;11;2013;0;NA;NA;"";Nov 2013;"SN"
"964";964;"a";"a";270;NA;NA;1;5;2013;"Feb,May,Aug,Nov";NA;"BW"
"965";965;"a";"c";110;NA;NA;0;NA;NA;"";NA;"HE"
"966";966;"a";"a";760;2;2008;0;NA;NA;"";Feb 2008;"NW"
"967";967;"a";"c";3560;9;2013;1;36;2013;"Jan,Apr,Jul,Oct";Sep 2013;"NW"
"968";968;"c";"a";1190;NA;NA;0;NA;NA;"";NA;"SN"
"969";969;"a";"c";600;11;1999;1;10;2013;"Jan,Apr,Jul,Oct";Nov 1999;"BW"
"970";970;"a";"a";910;12;2014;1;37;2009;"Jan,Apr,Jul,Oct";Dec 2014;"HE"
"971";971;"c";"a";1140;5;2011;1;14;2012;"Mar,Jun,Sept,Dec";May 2011;"TH"
"972";972;"a";"a";14960;NA;NA;0;NA;NA;"";NA;"ST"
"973";973;"d";"c";330;NA;NA;1;28;2012;"Jan,Apr,Jul,Oct";NA;"NW"
"974";974;"a";"a";150;3;2011;1;40;2014;"Jan,Apr,Jul,Oct";Mar 2011;"BY"
"975";975;"a";"c";9630;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"NW"
"976";976;"a";"a";4180;NA;NA;0;NA;NA;"";NA;"NW"
"977";977;"a";"a";520;9;2005;1;13;2010;"Jan,Apr,Jul,Oct";Sep 2005;"BY"
"978";978;"c";"c";3890;NA;NA;0;NA;NA;"";NA;"SN"
"979";979;"a";"c";2270;11;2005;1;14;2011;"Jan,Apr,Jul,Oct";Nov 2005;"TH"
"980";980;"a";"a";4420;9;2005;0;NA;NA;"";Sep 2005;"NW"
"981";981;"d";"c";2620;11;2002;0;NA;NA;"";Nov 2002;"ST"
"982";982;"d";"a";21930;NA;NA;0;NA;NA;"";NA;"SN"
"983";983;"a";"a";40;3;2014;1;1;2014;"Jan,Apr,Jul,Oct";Mar 2014;"NW"
"984";984;"c";"a";440;NA;NA;1;1;2013;"Jan,Apr,Jul,Oct";NA;"NW"
"985";985;"c";"c";490;5;2007;1;13;2010;"Jan,Apr,Jul,Oct";May 2007;"BW"
"986";986;"a";"a";620;10;2014;1;18;2014;"Feb,May,Aug,Nov";Oct 2014;"NW"
"987";987;"c";"a";1690;6;2007;0;NA;NA;"";Jun 2007;"HB, NI"
"988";988;"a";"a";30;11;2012;0;NA;NA;"";Nov 2012;"SH"
"989";989;"a";"a";1640;6;2006;1;40;2011;"Jan,Apr,Jul,Oct";Jun 2006;"BY"
"990";990;"d";"a";20930;NA;NA;0;NA;NA;"";NA;"SN"
"991";991;"a";"a";1010;NA;NA;0;NA;NA;"";NA;"NW"
"992";992;"a";"a";2480;7;1990;0;NA;NA;"";Jul 1990;"NW"
"993";993;"d";"c";3460;10;2013;1;10;2014;"Jan,Apr,Jul,Oct";Oct 2013;"SN"
"994";994;"a";"a";2290;7;2011;1;1;2012;"Jan,Apr,Jul,Oct";Jul 2011;"NW"
"995";995;"d";"a";6560;12;2013;0;NA;NA;"";Dec 2013;"SN"
"996";996;"c";"a";2870;NA;NA;1;13;2010;"Jan,Apr,Jul,Oct";NA;"SN"
"997";997;"d";"c";5840;7;2010;1;37;2009;"Jan,Apr,Jul,Oct";Jul 2010;"HE"
"998";998;"a";"a";780;9;2005;1;5;2013;"Feb,May,Aug,Nov";Sep 2005;"BW"
"999";999;"d";"c";15140;2;2002;1;37;2009;"Jan,Apr,Jul,Oct";Feb 2002;"SN"
"1000";1000;"a";"c";2230;5;2009;1;40;2014;"Jan,Apr,Jul,Oct";May 2009;"BY"
"1001";1001;"c";"a";19640;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"TH"
"1002";1002;"d";"c";1130;11;2008;0;NA;NA;"";Nov 2008;"HB, NI"
"1003";1003;"a";"a";170;7;2013;1;27;2013;"Jan,Apr,Jul,Oct";Jul 2013;"NW"
"1004";1004;"d";"c";970;NA;NA;1;9;2011;"Mar,Jun,Sept,Dec";NA;"BY"
"1005";1005;"a";"a";6480;NA;NA;0;NA;NA;"";NA;"NW"
"1006";1006;"c";"c";3890;11;2006;1;5;2013;"Feb,May,Aug,Nov";Nov 2006;"ST"
"1007";1007;"c";"c";4180;9;2012;0;NA;NA;"";Sep 2012;"SH"
"1008";1008;"a";"c";30;9;2010;0;NA;NA;"";Sep 2010;"HH"
"1009";1009;"a";"a";230;7;2004;1;10;2014;"Jan,Apr,Jul,Oct";Jul 2004;"BY"
"1010";1010;"d";"c";4610;6;2010;1;18;2010;"Feb,May,Aug,Nov";Jun 2010;"SH"
"1011";1011;"a";"c";490;9;2012;1;18;2011;"Feb,May,Aug,Nov";Sep 2012;"NW"
"1012";1012;"d";"c";6330;6;2004;1;39;2010;"Jan,Apr,Jul,Oct";Jun 2004;"BY"
"1013";1013;"a";"a";630;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"1014";1014;"a";"c";210;NA;NA;1;31;2013;"Jan,Apr,Jul,Oct";NA;"NW"
"1015";1015;"d";"c";9910;12;2010;1;9;2011;"Mar,Jun,Sept,Dec";Dec 2010;"RP"
"1016";1016;"c";"c";550;NA;NA;1;35;2010;"Mar,Jun,Sept,Dec";NA;"NW"
"1017";1017;"c";"a";110;11;2008;0;NA;NA;"";Nov 2008;"SN"
"1018";1018;"c";"c";140;9;2012;0;NA;NA;"";Sep 2012;"HB, NI"
"1019";1019;"d";"c";2740;7;2014;1;13;2010;"Jan,Apr,Jul,Oct";Jul 2014;"BY"
"1020";1020;"a";"a";40;NA;NA;0;NA;NA;"";NA;"HE"
"1021";1021;"a";"a";1080;5;2011;0;NA;NA;"";May 2011;"HB, NI"
"1022";1022;"a";"c";1520;NA;NA;0;NA;NA;"";NA;"NW"
"1023";1023;"c";"a";3740;2;2002;1;14;2011;"Jan,Apr,Jul,Oct";Feb 2002;"SN"
"1024";1024;"c";"c";1990;1;2012;0;NA;NA;"";Jan 2012;"SH"
"1025";1025;"a";"a";720;11;2009;0;NA;NA;"";Nov 2009;"RP"
"1026";1026;"c";"a";450;6;2011;1;48;2012;"Mar,Jun,Sept,Dec";Jun 2011;"NW"
"1027";1027;"a";"c";190;6;2008;1;40;2011;"Jan,Apr,Jul,Oct";Jun 2008;"BY"
"1028";1028;"a";"a";150;NA;NA;1;31;2013;"Jan,Apr,Jul,Oct";NA;"NW"
"1029";1029;"a";"a";1590;3;2006;0;NA;NA;"";Mar 2006;"ST"
"1030";1030;"a";"a";36410;4;2008;0;NA;NA;"";Apr 2008;"ST"
"1031";1031;"d";"a";590;5;2001;0;NA;NA;"";May 2001;"NW"
"1032";1032;"d";"c";270;2;2013;1;40;2012;"Jan,Apr,Jul,Oct";Feb 2013;"ST"
"1033";1033;"a";"a";7680;3;2006;0;NA;NA;"";Mar 2006;"HB, NI"
"1034";1034;"a";"a";13750;NA;NA;0;NA;NA;"";NA;"SN"
"1035";1035;"a";"a";27150;NA;NA;0;NA;NA;"";NA;"SN"
"1036";1036;"d";"c";9560;NA;NA;1;36;2013;"Jan,Apr,Jul,Oct";NA;"NW"
"1037";1037;"a";"c";150;NA;NA;0;NA;NA;"";NA;"NW"
"1038";1038;"d";"a";17290;10;2013;0;NA;NA;"";Oct 2013;"BY"
"1039";1039;"a";"c";70;6;1990;1;22;2012;"Mar,Jun,Sept,Dec";Jun 1990;"NW"
"1040";1040;"a";"a";4030;2;2013;1;10;2014;"Jan,Apr,Jul,Oct";Feb 2013;"NW"
"1041";1041;"c";"a";1600;8;2013;1;40;2014;"Jan,Apr,Jul,Oct";Aug 2013;"BY"
"1042";1042;"a";"a";3440;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"1043";1043;"c";"a";420;3;2006;0;NA;NA;"";Mar 2006;"ST"
"1044";1044;"c";"a";240;NA;NA;1;13;2010;"Jan,Apr,Jul,Oct";NA;"BW"
"1045";1045;"a";"c";26990;12;2013;0;NA;NA;"";Dec 2013;"SH"
"1046";1046;"d";"c";29070;4;2005;0;NA;NA;"";Apr 2005;"ST"
"1047";1047;"a";"a";3750;NA;NA;1;45;2009;"Feb,May,Aug,Nov";NA;"NW"
"1048";1048;"d";"c";1860;9;2012;1;40;2012;"Jan,Apr,Jul,Oct";Sep 2012;"SH"
"1049";1049;"a";"a";370;7;2012;1;14;2011;"Jan,Apr,Jul,Oct";Jul 2012;"BY"
"1050";1050;"d";"c";13170;8;2014;1;9;2011;"Mar,Jun,Sept,Dec";Aug 2014;"HE"
"1051";1051;"c";"a";200;7;1998;1;1;2012;"Jan,Apr,Jul,Oct";Jul 1998;"BW"
"1052";1052;"a";"c";5080;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"1053";1053;"a";"a";1710;NA;NA;0;NA;NA;"";NA;"BE"
"1054";1054;"a";"c";13190;NA;NA;1;45;2013;"Feb,May,Aug,Nov";NA;"SH"
"1055";1055;"c";"a";1980;4;2009;0;NA;NA;"";Apr 2009;"HB, NI"
"1056";1056;"d";"c";5350;NA;NA;1;40;2012;"Jan,Apr,Jul,Oct";NA;"BY"
"1057";1057;"d";"c";3230;11;2011;0;NA;NA;"";Nov 2011;"SH"
"1058";1058;"a";"c";180;NA;NA;1;35;2010;"Mar,Jun,Sept,Dec";NA;"NW"
"1059";1059;"c";"a";3380;4;2013;0;NA;NA;"";Apr 2013;"HH"
"1060";1060;"a";"c";3430;NA;NA;1;31;2013;"Feb,May,Aug,Nov";NA;"NW"
"1061";1061;"d";"c";8110;NA;NA;0;NA;NA;"";NA;"BW"
"1062";1062;"d";"a";190;9;2012;1;40;2012;"Feb,May,Aug,Nov";Sep 2012;"RP"
"1063";1063;"a";"c";6250;NA;NA;0;NA;NA;"";NA;"HH"
"1064";1064;"a";"c";420;NA;NA;0;NA;NA;"";NA;"NW"
"1065";1065;"a";"a";1290;NA;NA;1;35;2011;"Mar,Jun,Sept,Dec";NA;"BY"
"1066";1066;"a";"a";3350;NA;NA;0;NA;NA;"";NA;"NW"
"1067";1067;"d";"c";12020;7;2009;0;NA;NA;"";Jul 2009;"BY"
"1068";1068;"d";"c";5010;NA;NA;1;5;2013;"Jan,Apr,Jul,Oct";NA;"BW"
"1069";1069;"a";"c";18050;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"TH"
"1070";1070;"c";"c";400;10;2008;0;NA;NA;"";Oct 2008;"BE"
"1071";1071;"a";"a";820;3;2012;1;35;2012;"Mar,Jun,Sept,Dec";Mar 2012;"SH"
"1072";1072;"a";"c";5380;NA;NA;1;5;2010;"Feb,May,Aug,Nov";NA;"NW"
"1073";1073;"a";"c";1710;NA;NA;1;44;2012;"Jan,Apr,Jul,Oct";NA;"NW"
"1074";1074;"c";"c";3330;10;2001;1;14;2011;"Jan,Apr,Jul,Oct";Oct 2001;"SN"
"1075";1075;"a";"c";1410;10;2013;0;NA;NA;"";Oct 2013;"HB, NI"
"1076";1076;"a";"c";90;NA;NA;1;1;2013;"Jan,Apr,Jul,Oct";NA;"NW"
"1077";1077;"a";"a";3750;11;2001;1;35;2010;"Mar,Jun,Sept,Dec";Nov 2001;"NW"
"1078";1078;"d";"c";670;NA;NA;1;40;2011;"Jan,Apr,Jul,Oct";NA;"BW"
"1079";1079;"a";"a";16680;NA;NA;1;37;2009;"Jan,Apr,Jul,Oct";NA;"HE"
"1080";1080;"a";"a";2410;NA;NA;1;40;2014;"Jan,Apr,Jul,Oct";NA;"BY"
"1081";1081;"b";"a";400;3;2006;0;NA;NA;"";Mar 2006;"HB, NI"
"1082";1082;"c";"a";440;4;2002;0;NA;NA;"";Apr 2002;"SN"
"1083";1083;"d";"c";11540;NA;NA;1;5;2013;"Feb,May,Aug,Nov";NA;"HE"
"1084";1084;"a";"a";190;NA;NA;1;13;2010;"Jan,Apr,Jul,Oct";NA;"HE"
"1085";1085;"c";"a";4030;NA;NA;0;NA;NA;"";NA;"HB, NI"
"1086";1086;"a";"a";180;11;2013;1;18;2011;"Feb,May,Aug,Nov";Nov 2013;"HE"
"1087";1087;"d";"c";2210;11;2011;0;NA;NA;"";Nov 2011;"BE"
"1088";1088;"a";"a";4300;3;2009;1;27;2013;"Jan,Apr,Jul,Oct";Mar 2009;"NW"
"1089";1089;"d";"a";5220;5;2009;0;NA;NA;"";May 2009;"NW"
"1090";1090;"a";"a";330;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"SN"
"1091";1091;"a";"c";9990;NA;NA;0;NA;NA;"";NA;"SH"
"1092";1092;"a";"a";300;7;2000;1;40;2014;"Jan,Apr,Jul,Oct";Jul 2000;"BY"
"1093";1093;"c";"c";10450;6;2009;0;NA;NA;"";Jun 2009;"SN"
"1094";1094;"d";"a";2380;3;2013;1;40;2014;"Jan,Apr,Jul,Oct";Mar 2013;"BY"
"1095";1095;"a";"a";690;6;2007;1;14;2011;"Jan,Apr,Jul,Oct";Jun 2007;"TH"
"1096";1096;"a";"c";1130;NA;NA;1;10;2014;"Mar,Jun,Sept,Dec";NA;"NW"
"1097";1097;"b";"b";720;3;2002;0;NA;NA;"";Mar 2002;"RP"
"1098";1098;"a";"a";1830;11;2004;0;NA;NA;"";Nov 2004;"SN"
"1099";1099;"a";"c";200;4;2013;1;14;2013;"Jan,Apr,Jul,Oct";Apr 2013;"SH"
"1100";1100;"a";"a";540;NA;NA;1;14;2011;"Jan,Apr,Jul,Oct";NA;"NW"
"1101";1101;"d";"c";4060;9;2012;0;NA;NA;"";Sep 2012;"SH"
"1102";1102;"a";"a";850;11;2012;1;40;2014;"Jan,Apr,Jul,Oct";Nov 2012;"BY"
"1103";1103;"d";"c";1340;10;2006;1;5;2013;"Feb,May,Aug,Nov";Oct 2006;"HE"
"1104";1104;"d";"a";260;2;2012;1;14;2011;"Jan,Apr,Jul,Oct";Feb 2012;"BY"
"1105";1105;"c";"c";330;11;2008;1;5;2013;"Feb,May,Aug,Nov";Nov 2008;"NW"
"1106";1106;"a";"c";5330;9;2011;1;31;2013;"Jan,Apr,Jul,Oct";Sep 2011;"SH"
"1107";1107;"a";"a";1400;6;2012;1;13;2010;"Jan,Apr,Jul,Oct";Jun 2012;"BY"
"1108";1108;"a";"a";540;4;2004;0;NA;NA;"";Apr 2004;"SN"
"1109";1109;"c";"a";3490;4;2011;1;22;2012;"Jan,Apr,Jul,Oct";Apr 2011;"BY"
"1110";1110;"c";"c";900;9;2010;0;NA;NA;"";Sep 2010;"HB, NI"
"1111";1111;"a";"a";1900;6;2014;1;31;2013;"Jan,Apr,Jul,Oct";Jun 2014;"NW"
"1112";1112;"c";"c";1880;4;2006;0;NA;NA;"";Apr 2006;"NW"
"1113";1113;"a";"c";9260;NA;NA;0;NA;NA;"";NA;"SH"
"1114";1114;"a";"c";870;NA;NA;0;NA;NA;"";NA;"HH"
"1115";1115;"d";"c";5350;NA;NA;1;22;2012;"Mar,Jun,Sept,Dec";NA;"HE"
